com.codahale.metrics.ClockTest.userTimeClock 16sm 25sm 17sm 17sm 16sm 25sm 16sm 18sm 17sm 18sm 17sm 16sm 17sm 24sm 23sm 17sm 18sm 26sm 16sm 17sm 16sm 24sm 17sm 25sm 17sm 17sm 16sm 18sm 17sm 26sm 17sm 16sm 16sm 17sm 17sm 18sm 17sm 18sm 18sm 16sm 17sm 16sm 17sm 17sm 17sm 26sm 26sm 26sm 16sm 17sm 16sm 17sm 18sm 16sm 25sm 17sm 17sm 17sm 17sm 19sm 27sm 17sm 17sm 18sm 17sm 17sm 17sm 17sm 18sm 22sm 26sm 17sm 17sm 23sm 17sm 17sm 25sm 17sm 18sm 17sm 16sm 18sm 25sm 18sm 16sm 18sm 25sm 18sm 17sm 18sm 19sm 24sm 17sm 16sm 17sm 24sm 17sm 16sm 17sm 17sm 
com.codahale.metrics.RatioGaugeTest.calculatesTheRatioOfTheNumeratorToTheDenominator 4sm 7sm 4sm 3sm 4sm 5sm 4sm 3sm 3sm 4sm 5sm 4sm 4sm 6sm 5sm 4sm 4sm 5sm 4sm 3sm 2sm 6sm 3sm 5sm 7sm 3sm 4sm 6sm 4sm 6sm 3sm 4sm 6sm 3sm 6sm 3sm 3sm 4sm 4sm 4sm 5sm 7sm 7sm 3sm 4sm 5sm 5sm 5sm 4sm 4sm 4sm 4sm 4sm 6sm 5sm 3sm 3sm 4sm 3sm 2sm 6sm 3sm 3sm 6sm 3sm 3sm 4sm 3sm 3sm 7sm 3sm 4sm 3sm 5sm 4sm 4sm 6sm 4sm 4sm 4sm 4sm 4sm 6sm 4sm 4sm 3sm 5sm 3sm 4sm 4sm 4sm 4sm 3sm 7sm 3sm 5sm 5sm 3sm 4sm 4sm 
com.codahale.metrics.Slf4jReporterTest.reportsTimerValues 21sm 31sm 19sm 20sm 22sm 29sm 20sm 21sm 20sm 22sm 29sm 21sm 21sm 29sm 28sm 21sm 20sm 27sm 19sm 21sm 20sm 29sm 20sm 21sm 30sm 21sm 21sm 30sm 26sm 28sm 22sm 22sm 29sm 19sm 30sm 20sm 20sm 21sm 24sm 19sm 22sm 29sm 30sm 19sm 21sm 30sm 31sm 29sm 20sm 20sm 21sm 20sm 19sm 30sm 27sm 20sm 19sm 20sm 21sm 20sm 30sm 20sm 21sm 29sm 20sm 19sm 26sm 20sm 19sm 31sm 21sm 20sm 21sm 24sm 21sm 21sm 28sm 20sm 21sm 21sm 19sm 23sm 31sm 30sm 20sm 20sm 27sm 20sm 20sm 22sm 20sm 26sm 19sm 30sm 20sm 29sm 30sm 21sm 19sm 20sm 
com.codahale.metrics.Slf4jReporterTest.reportsCounterValues 3sm 5sm 4sm 3sm 5sm 5sm 4sm 3sm 3sm 3sm 6sm 4sm 4sm 7sm 5sm 4sm 3sm 4sm 4sm 4sm 4sm 4sm 4sm 3sm 5sm 3sm 3sm 6sm 4sm 5sm 3sm 4sm 5sm 3sm 6sm 3sm 4sm 5sm 4sm 4sm 5sm 5sm 5sm 4sm 4sm 5sm 5sm 5sm 4sm 4sm 4sm 5sm 3sm 6sm 5sm 5sm 3sm 5sm 3sm 4sm 5sm 3sm 4sm 6sm 3sm 4sm 4sm 3sm 3sm 7sm 3sm 4sm 3sm 4sm 4sm 3sm 5sm 3sm 3sm 4sm 3sm 4sm 6sm 5sm 3sm 3sm 5sm 3sm 4sm 3sm 3sm 4sm 2sm 5sm 4sm 4sm 6sm 3sm 3sm 4sm 
com.codahale.metrics.MetricRegistryTest.registersRecursiveMetricSets 10sm 12sm 11sm 10sm 12sm 11sm 10sm 10sm 10sm 11sm 14sm 13sm 9sm 22sm 12sm 11sm 13sm 35sm 9sm 13sm 9sm 11sm 12sm 10sm 12sm 14sm 9sm 17sm 10sm 17sm 13sm 11sm 10sm 8sm 13sm 10sm 10sm 19sm 14sm 11sm 12sm 13sm 13sm 10sm 11sm 16sm 11sm 17sm 11sm 9sm 11sm 11sm 11sm 15sm 12sm 14sm 14sm 12sm 9sm 14sm 14sm 9sm 11sm 25sm 10sm 9sm 12sm 9sm 9sm 13sm 11sm 10sm 9sm 11sm 8sm 12sm 20sm 9sm 9sm 11sm 10sm 11sm 14sm 13sm 10sm 11sm 12sm 10sm 10sm 10sm 10sm 10sm 8sm 12sm 10sm 11sm 13sm 10sm 10sm 13sm 
com.codahale.metrics.MetricRegistryListenerTest.noOpsOnGaugeAdded 2sm 4sm 4sm 2sm 4sm 4sm 3sm 3sm 2sm 3sm 4sm 6sm 2sm 4sm 4sm 3sm 3sm 3sm 2sm 3sm 3sm 3sm 3sm 2sm 4sm 2sm 3sm 4sm 3sm 4sm 2sm 3sm 2sm 2sm 5sm 2sm 3sm 4sm 3sm 3sm 2sm 3sm 4sm 2sm 4sm 4sm 3sm 4sm 3sm 2sm 3sm 4sm 5sm 5sm 4sm 3sm 2sm 4sm 2sm 2sm 4sm 3sm 2sm 5sm 2sm 2sm 3sm 3sm 3sm 3sm 3sm 2sm 2sm 3sm 2sm 3sm 4sm 2sm 2sm 3sm 3sm 4sm 5sm 2sm 3sm 5sm 3sm 2sm 3sm 2sm 3sm 3sm 2sm 3sm 2sm 3sm 4sm 2sm 4sm 2sm 
com.codahale.metrics.SnapshotTest.smallQuantilesAreTheFirstValue 2sm 3sm 4sm 3sm 4sm 3sm 3sm 2sm 2sm 2sm 4sm 6sm 2sm 4sm 3sm 2sm 2sm 3sm 3sm 3sm 2sm 3sm 2sm 2sm 3sm 3sm 2sm 3sm 4sm 3sm 2sm 3sm 2sm 2sm 4sm 2sm 2sm 6sm 2sm 4sm 2sm 2sm 3sm 3sm 3sm 3sm 2sm 3sm 2sm 2sm 2sm 3sm 4sm 5sm 3sm 2sm 2sm 3sm 1sm 2sm 4sm 2sm 2sm 3sm 3sm 2sm 3sm 2sm 2sm 2sm 3sm 2sm 2sm 3sm 2sm 2sm 4sm 2sm 2sm 3sm 2sm 3sm 4sm 2sm 2sm 4sm 4sm 2sm 3sm 2sm 2sm 2sm 2sm 3sm 2sm 2sm 3sm 2sm 4sm 2sm 
com.codahale.metrics.SnapshotTest.calculatesAStdDevOfZeroForAnEmptySnapshot 2sm 3sm 4sm 2sm 4sm 4sm 2sm 2sm 2sm 3sm 4sm 6sm 1sm 4sm 4sm 2sm 2sm 3sm 2sm 3sm 3sm 2sm 3sm 2sm 3sm 2sm 2sm 4sm 3sm 3sm 2sm 2sm 2sm 2sm 4sm 2sm 3sm 4sm 4sm 5sm 3sm 3sm 3sm 2sm 3sm 4sm 2sm 3sm 3sm 3sm 2sm 3sm 4sm 4sm 3sm 3sm 2sm 4sm 2sm 3sm 4sm 2sm 2sm 3sm 2sm 2sm 3sm 3sm 2sm 2sm 3sm 3sm 2sm 2sm 2sm 2sm 3sm 2sm 2sm 2sm 2sm 4sm 4sm 2sm 2sm 4sm 2sm 2sm 3sm 2sm 3sm 3sm 2sm 4sm 3sm 3sm 3sm 3sm 4sm 3sm 
com.codahale.metrics.TimerTest.returnsTheSnapshotFromTheReservoir 3sm 4sm 4sm 2sm 4sm 4sm 3sm 3sm 2sm 3sm 4sm 5sm 2sm 4sm 4sm 3sm 3sm 4sm 3sm 3sm 3sm 4sm 3sm 3sm 3sm 3sm 3sm 5sm 5sm 3sm 3sm 3sm 2sm 2sm 5sm 3sm 3sm 6sm 3sm 4sm 2sm 3sm 4sm 2sm 4sm 4sm 2sm 3sm 2sm 3sm 3sm 4sm 5sm 5sm 4sm 2sm 2sm 3sm 3sm 3sm 5sm 3sm 2sm 3sm 2sm 3sm 3sm 3sm 3sm 3sm 3sm 3sm 2sm 3sm 2sm 3sm 4sm 2sm 3sm 3sm 3sm 4sm 5sm 2sm 2sm 4sm 3sm 2sm 3sm 2sm 3sm 3sm 3sm 4sm 2sm 3sm 4sm 3sm 4sm 3sm 
com.codahale.metrics.MetricRegistryTest.registeringAHistogramTriggersANotification 3sm 4sm 4sm 2sm 5sm 4sm 3sm 3sm 3sm 3sm 5sm 5sm 2sm 4sm 3sm 3sm 3sm 4sm 2sm 4sm 3sm 3sm 3sm 3sm 4sm 3sm 3sm 5sm 3sm 3sm 3sm 3sm 3sm 3sm 5sm 3sm 3sm 7sm 4sm 4sm 3sm 3sm 4sm 3sm 4sm 5sm 2sm 3sm 3sm 3sm 4sm 4sm 5sm 5sm 4sm 3sm 3sm 4sm 3sm 4sm 5sm 3sm 3sm 4sm 3sm 3sm 4sm 3sm 3sm 3sm 3sm 3sm 2sm 3sm 2sm 2sm 4sm 3sm 3sm 3sm 3sm 4sm 6sm 2sm 3sm 5sm 3sm 2sm 3sm 3sm 3sm 3sm 2sm 4sm 3sm 4sm 4sm 3sm 4sm 3sm 
com.codahale.metrics.SnapshotTest.hasValues 2sm 3sm 4sm 2sm 3sm 3sm 2sm 2sm 2sm 3sm 4sm 4sm 2sm 3sm 3sm 2sm 2sm 3sm 2sm 3sm 4sm 3sm 2sm 2sm 3sm 3sm 2sm 4sm 4sm 3sm 2sm 2sm 2sm 2sm 4sm 2sm 3sm 4sm 4sm 4sm 2sm 3sm 3sm 2sm 3sm 3sm 2sm 3sm 4sm 2sm 2sm 3sm 4sm 4sm 3sm 3sm 2sm 3sm 2sm 2sm 3sm 2sm 3sm 3sm 2sm 2sm 5sm 2sm 3sm 2sm 2sm 3sm 2sm 3sm 2sm 2sm 3sm 2sm 2sm 2sm 2sm 2sm 5sm 2sm 2sm 4sm 3sm 2sm 3sm 2sm 3sm 3sm 2sm 3sm 2sm 3sm 3sm 2sm 4sm 2sm 
com.codahale.metrics.MetricRegistryListenerTest.noOpsOnMeterAdded 2sm 3sm 3sm 2sm 3sm 3sm 2sm 3sm 2sm 2sm 4sm 4sm 2sm 3sm 3sm 3sm 3sm 3sm 2sm 2sm 3sm 3sm 2sm 3sm 4sm 2sm 3sm 3sm 3sm 3sm 2sm 2sm 2sm 2sm 4sm 2sm 2sm 4sm 2sm 3sm 3sm 3sm 4sm 2sm 3sm 3sm 2sm 3sm 3sm 2sm 2sm 2sm 4sm 4sm 3sm 2sm 3sm 3sm 2sm 2sm 3sm 2sm 2sm 3sm 3sm 2sm 3sm 3sm 2sm 2sm 2sm 2sm 2sm 2sm 2sm 2sm 3sm 3sm 2sm 2sm 2sm 3sm 5sm 2sm 2sm 4sm 2sm 2sm 2sm 3sm 2sm 2sm 2sm 4sm 2sm 3sm 3sm 2sm 3sm 2sm 
com.codahale.metrics.SnapshotTest.hasAp98 2sm 3sm 3sm 2sm 3sm 2sm 2sm 2sm 2sm 2sm 4sm 4sm 2sm 3sm 3sm 2sm 2sm 3sm 2sm 2sm 2sm 3sm 2sm 2sm 3sm 3sm 2sm 2sm 3sm 3sm 2sm 3sm 2sm 2sm 4sm 2sm 2sm 4sm 1sm 3sm 2sm 3sm 3sm 2sm 3sm 3sm 1sm 2sm 2sm 3sm 2sm 2sm 4sm 4sm 2sm 2sm 2sm 3sm 2sm 2sm 3sm 2sm 2sm 3sm 2sm 2sm 3sm 2sm 2sm 2sm 2sm 2sm 2sm 2sm 2sm 2sm 3sm 1sm 2sm 2sm 2sm 3sm 4sm 2sm 2sm 4sm 2sm 2sm 2sm 2sm 2sm 2sm 2sm 3sm 2sm 3sm 2sm 3sm 3sm 1sm 
com.codahale.metrics.SnapshotTest.hasAp99 2sm 3sm 3sm 2sm 3sm 2sm 2sm 3sm 1sm 2sm 4sm 4sm 2sm 3sm 3sm 2sm 3sm 3sm 2sm 2sm 2sm 3sm 2sm 2sm 3sm 2sm 2sm 3sm 2sm 3sm 2sm 2sm 2sm 2sm 4sm 2sm 2sm 3sm 2sm 3sm 2sm 3sm 3sm 2sm 3sm 3sm 1sm 2sm 2sm 3sm 2sm 2sm 3sm 3sm 3sm 3sm 2sm 3sm 2sm 2sm 3sm 1sm 2sm 3sm 2sm 2sm 3sm 2sm 2sm 2sm 2sm 2sm 2sm 2sm 2sm 1sm 3sm 1sm 2sm 2sm 2sm 2sm 4sm 2sm 2sm 4sm 2sm 2sm 2sm 2sm 2sm 2sm 2sm 3sm 2sm 3sm 2sm 2sm 3sm 1sm 
com.codahale.metrics.SlidingTimeWindowReservoirTest.boundsMeasurementsToATimeWindow 4sm 6sm 6sm 5sm 6sm 6sm 4sm 4sm 4sm 5sm 7sm 7sm 5sm 7sm 6sm 4sm 4sm 6sm 4sm 5sm 5sm 6sm 5sm 5sm 6sm 5sm 4sm 6sm 5sm 6sm 4sm 5sm 4sm 4sm 7sm 5sm 5sm 7sm 5sm 6sm 4sm 5sm 6sm 4sm 6sm 6sm 4sm 6sm 5sm 5sm 5sm 5sm 7sm 5sm 6sm 4sm 4sm 5sm 4sm 5sm 6sm 4sm 4sm 7sm 4sm 4sm 6sm 4sm 5sm 5sm 5sm 5sm 5sm 5sm 5sm 4sm 6sm 4sm 4sm 4sm 4sm 5sm 7sm 4sm 4sm 7sm 5sm 5sm 4sm 4sm 5sm 5sm 4sm 6sm 4sm 6sm 6sm 5sm 6sm 4sm 
com.codahale.metrics.TimerTest.updatesTheCountOnUpdates 3sm 3sm 4sm 2sm 4sm 3sm 3sm 2sm 2sm 2sm 4sm 4sm 2sm 4sm 3sm 2sm 2sm 3sm 2sm 2sm 3sm 3sm 2sm 2sm 3sm 3sm 2sm 4sm 2sm 4sm 2sm 2sm 2sm 3sm 4sm 2sm 2sm 5sm 3sm 3sm 2sm 3sm 4sm 2sm 3sm 3sm 2sm 3sm 3sm 3sm 2sm 2sm 4sm 3sm 3sm 3sm 3sm 3sm 2sm 3sm 4sm 2sm 2sm 3sm 2sm 2sm 4sm 3sm 3sm 2sm 3sm 3sm 2sm 2sm 2sm 2sm 4sm 2sm 2sm 3sm 3sm 3sm 3sm 2sm 2sm 4sm 2sm 2sm 2sm 2sm 3sm 2sm 3sm 3sm 3sm 3sm 3sm 3sm 3sm 2sm 
