org.scribe.extractors.BaseStringExtractorTest.shouldExtractBaseStringFromOAuthRequest 29ms 29ms 30ms 29ms 30ms 30ms 30ms 29ms 29ms 29ms 29ms 29ms 30ms 30ms 30ms 30ms 30ms 29ms 29ms 30ms 30ms 30ms 29ms 30ms 29ms 29ms 30ms 30ms 29ms 29ms 30ms 29ms 29ms 30ms 30ms 30ms 30ms 30ms 30ms 30ms 29ms 30ms 29ms 29ms 29ms 30ms 30ms 32ms 30ms 30ms 30ms 29ms 29ms 30ms 29ms 29ms 29ms 30ms 30ms 29ms 29ms 29ms 30ms 29ms 29ms 29ms 29ms 29ms 30ms 31ms 29ms 30ms 29ms 29ms 30ms 30ms 30ms 29ms 29ms 30ms 30ms 29ms 29ms 29ms 30ms 30ms 29ms 30ms 29ms 30ms 30ms 30ms 29ms 29ms 30ms 30ms 29ms 30ms 29ms 30ms 
org.scribe.services.HMACSha1SignatureServiceTest.shouldThrowExceptionIfApiSecretIsNull 5ms 5ms 5ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 5ms 6ms 5ms 5ms 6ms 6ms 6ms 6ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 6ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 6ms 6ms 6ms 6ms 5ms 5ms 6ms 5ms 6ms 6ms 6ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 6ms 6ms 5ms 5ms 5ms 
org.scribe.utils.PreconditionsTest.shouldThrowExceptionForNullObjects 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 6ms 4ms 5ms 5ms 6ms 6ms 5ms 5ms 6ms 6ms 5ms 6ms 5ms 4ms 4ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 4ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 
org.scribe.extractors.TokenExtractorTest.shouldExtractTokenFromResponseWithCallbackConfirmed 5ms 5ms 6ms 7ms 5ms 6ms 5ms 5ms 5ms 8ms 5ms 6ms 5ms 6ms 6ms 7ms 7ms 5ms 5ms 7ms 6ms 6ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 6ms 6ms 5ms 6ms 6ms 6ms 5ms 5ms 6ms 6ms 6ms 8ms 6ms 5ms 6ms 6ms 6ms 5ms 5ms 6ms 5ms 5ms 6ms 6ms 6ms 5ms 5ms 6ms 5ms 6ms 6ms 6ms 5ms 6ms 6ms 6ms 6ms 5ms 5ms 6ms 7ms 7ms 6ms 5ms 6ms 5ms 7ms 6ms 5ms 6ms 6ms 5ms 6ms 6ms 5ms 5ms 6ms 8ms 6ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 
org.scribe.extractors.HeaderExtractorTest.shouldExtractStandardHeader 5ms 5ms 5ms 7ms 6ms 5ms 6ms 5ms 5ms 8ms 5ms 8ms 5ms 5ms 5ms 8ms 7ms 6ms 5ms 7ms 7ms 5ms 8ms 6ms 5ms 6ms 6ms 5ms 6ms 5ms 5ms 7ms 5ms 6ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 8ms 5ms 6ms 5ms 5ms 6ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 7ms 8ms 5ms 5ms 5ms 5ms 5ms 7ms 7ms 8ms 5ms 5ms 6ms 8ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 6ms 5ms 8ms 8ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 
org.scribe.builder.ServiceBuilderTest.shouldAcceptAnScope 5ms 5ms 6ms 7ms 5ms 6ms 5ms 5ms 5ms 7ms 5ms 8ms 5ms 5ms 5ms 8ms 7ms 5ms 5ms 7ms 8ms 6ms 8ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 8ms 6ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 8ms 8ms 5ms 6ms 5ms 6ms 5ms 8ms 7ms 8ms 5ms 5ms 5ms 8ms 6ms 5ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 8ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 
org.scribe.utils.URLUtilsTest.shouldPercentEncodeAllSpecialCharacters 5ms 5ms 5ms 7ms 5ms 5ms 5ms 6ms 5ms 7ms 5ms 8ms 5ms 5ms 5ms 8ms 7ms 5ms 6ms 8ms 7ms 5ms 7ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 8ms 5ms 5ms 6ms 5ms 5ms 7ms 7ms 8ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 8ms 6ms 6ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 
org.scribe.services.TimestampServiceTest.shouldReturnTimestampInSeconds 5ms 6ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 8ms 6ms 5ms 5ms 8ms 8ms 5ms 5ms 8ms 8ms 5ms 7ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 8ms 6ms 5ms 6ms 6ms 6ms 5ms 5ms 6ms 5ms 6ms 8ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 6ms 6ms 8ms 8ms 5ms 5ms 5ms 6ms 5ms 8ms 8ms 8ms 5ms 5ms 5ms 8ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 8ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 
org.scribe.services.HMACSha1SignatureServiceTest.shouldThrowExceptionIfApiSecretIsEmpty 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 7ms 5ms 6ms 5ms 8ms 8ms 5ms 5ms 8ms 8ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 8ms 5ms 5ms 5ms 5ms 5ms 8ms 8ms 8ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 
org.scribe.model.OAuthRequestTest.shouldThrowExceptionIfParameterIsNotOAuth 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 7ms 5ms 6ms 5ms 7ms 8ms 6ms 5ms 7ms 7ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 8ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 7ms 7ms 5ms 5ms 5ms 5ms 6ms 7ms 7ms 7ms 5ms 5ms 6ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 7ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 
org.scribe.utils.PreconditionsTest.shouldThrowExceptionForInvalidUrls 6ms 5ms 5ms 8ms 4ms 5ms 5ms 5ms 5ms 7ms 5ms 6ms 5ms 5ms 5ms 7ms 8ms 5ms 5ms 7ms 6ms 5ms 7ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 6ms 5ms 4ms 5ms 5ms 5ms 4ms 5ms 5ms 4ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 7ms 5ms 5ms 5ms 5ms 5ms 6ms 7ms 7ms 5ms 6ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 4ms 5ms 5ms 7ms 7ms 5ms 4ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 
org.scribe.utils.MapUtilsTest.shouldThrowExceptionForNullMap 5ms 5ms 5ms 8ms 6ms 5ms 5ms 5ms 5ms 7ms 6ms 7ms 5ms 5ms 6ms 8ms 8ms 5ms 5ms 7ms 8ms 6ms 8ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 7ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 7ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 6ms 6ms 5ms 6ms 7ms 8ms 5ms 6ms 5ms 6ms 6ms 7ms 7ms 8ms 6ms 5ms 5ms 8ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 6ms 6ms 8ms 8ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 6ms 6ms 
org.scribe.utils.URLUtilsTest.shouldThrowExceptionIfMapIsNull 6ms 6ms 6ms 8ms 5ms 6ms 5ms 5ms 5ms 8ms 5ms 7ms 6ms 5ms 5ms 7ms 8ms 6ms 6ms 7ms 7ms 5ms 7ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 6ms 7ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 8ms 6ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 7ms 7ms 5ms 5ms 6ms 5ms 5ms 7ms 7ms 7ms 5ms 6ms 5ms 8ms 5ms 6ms 6ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 8ms 7ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 6ms 
org.scribe.extractors.BaseStringExtractorTest.shouldThrowExceptionIfRquestIsNull 5ms 5ms 6ms 8ms 5ms 6ms 5ms 5ms 6ms 7ms 5ms 6ms 5ms 5ms 5ms 7ms 8ms 5ms 5ms 7ms 6ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 7ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 7ms 5ms 5ms 5ms 6ms 5ms 7ms 7ms 7ms 5ms 6ms 5ms 8ms 6ms 5ms 5ms 6ms 5ms 6ms 6ms 6ms 5ms 6ms 8ms 8ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 
org.scribe.extractors.TokenExtractorTest.shouldThrowExceptionIfResponseIsEmptyString 5ms 6ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 6ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 5ms 6ms 7ms 5ms 6ms 6ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 
org.scribe.utils.URLUtilsTest.shouldReturnEmptyStringForEmptyMap 6ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 6ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 6ms 6ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 6ms 6ms 6ms 6ms 6ms 5ms 5ms 5ms 7ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 
org.scribe.model.RequestTest.shouldSetRequestVerb 6ms 5ms 5ms 8ms 5ms 6ms 5ms 5ms 6ms 8ms 6ms 6ms 5ms 5ms 6ms 6ms 7ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 7ms 6ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 6ms 5ms 8ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 8ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 
org.scribe.services.HMACSha1SignatureServiceTest.shouldThrowExceptionIfBaseStringIsEmpty 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 6ms 5ms 5ms 6ms 8ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 8ms 5ms 6ms 5ms 5ms 5ms 5ms 8ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 6ms 6ms 6ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 
org.scribe.utils.URLUtilsTest.shouldNotPercentEncodeReservedCharacters 8ms 8ms 8ms 10ms 8ms 9ms 8ms 8ms 8ms 11ms 8ms 8ms 8ms 7ms 11ms 9ms 11ms 15ms 9ms 9ms 8ms 12ms 9ms 8ms 7ms 8ms 8ms 10ms 8ms 8ms 8ms 8ms 14ms 9ms 8ms 8ms 8ms 8ms 8ms 8ms 8ms 8ms 11ms 12ms 8ms 9ms 8ms 27ms 8ms 5ms 8ms 8ms 13ms 8ms 8ms 8ms 8ms 8ms 11ms 13ms 7ms 9ms 8ms 21ms 10ms 9ms 8ms 12ms 8ms 8ms 16ms 9ms 9ms 13ms 10ms 8ms 8ms 12ms 8ms 18ms 8ms 9ms 8ms 8ms 9ms 8ms 8ms 7ms 10ms 10ms 9ms 10ms 9ms 8ms 8ms 9ms 8ms 7ms 9ms 8ms 
org.scribe.model.ResponseTest.shouldHandleAConnectionWithErrors 6ms 6ms 5ms 6ms 5ms 4ms 5ms 5ms 5ms 8ms 6ms 6ms 6ms 4ms 5ms 5ms 8ms 7ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 6ms 4ms 4ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 4ms 5ms 6ms 6ms 5ms 6ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 5ms 4ms 
org.scribe.model.ResponseTest.shouldPopulateResponseHeaders 5ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 3ms 8ms 4ms 5ms 4ms 4ms 4ms 5ms 7ms 5ms 4ms 5ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 7ms 4ms 4ms 5ms 5ms 4ms 3ms 3ms 3ms 5ms 5ms 4ms 3ms 4ms 3ms 3ms 3ms 4ms 4ms 6ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 5ms 6ms 4ms 6ms 3ms 7ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 7ms 6ms 4ms 4ms 5ms 3ms 4ms 4ms 3ms 3ms 6ms 4ms 
org.scribe.extractors.TokenExtractorTest.shouldThrowExceptionIfResponseIsNull 5ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 5ms 4ms 5ms 5ms 4ms 5ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 6ms 4ms 4ms 5ms 5ms 4ms 3ms 3ms 3ms 5ms 5ms 4ms 3ms 4ms 3ms 3ms 3ms 4ms 4ms 5ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 5ms 5ms 4ms 5ms 3ms 6ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 6ms 5ms 4ms 3ms 5ms 3ms 4ms 3ms 3ms 3ms 5ms 4ms 
org.scribe.utils.PreconditionsTest.shouldThrowExceptionForNullUrls 5ms 3ms 4ms 4ms 5ms 4ms 4ms 3ms 3ms 6ms 4ms 5ms 4ms 4ms 4ms 5ms 6ms 5ms 4ms 5ms 5ms 4ms 5ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 5ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 5ms 5ms 4ms 3ms 3ms 4ms 5ms 5ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 3ms 5ms 4ms 4ms 5ms 5ms 4ms 3ms 4ms 4ms 5ms 5ms 5ms 5ms 4ms 5ms 3ms 6ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 6ms 5ms 4ms 3ms 5ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 
org.scribe.model.RequestTest.shouldGetQueryStringParameters 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 3ms 6ms 4ms 5ms 4ms 4ms 4ms 5ms 6ms 5ms 4ms 6ms 6ms 5ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 6ms 5ms 4ms 3ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 6ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 6ms 5ms 4ms 6ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 6ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 
org.scribe.extractors.TokenExtractorTest.shouldThrowExceptionIfTokenIsAbsent 7ms 5ms 6ms 5ms 7ms 6ms 5ms 5ms 5ms 8ms 5ms 7ms 5ms 5ms 6ms 7ms 8ms 8ms 6ms 8ms 7ms 5ms 8ms 5ms 5ms 6ms 6ms 5ms 5ms 6ms 6ms 7ms 6ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 6ms 8ms 5ms 6ms 7ms 7ms 6ms 5ms 5ms 6ms 7ms 6ms 6ms 6ms 5ms 5ms 5ms 6ms 6ms 5ms 8ms 5ms 6ms 7ms 8ms 6ms 5ms 6ms 5ms 7ms 7ms 8ms 8ms 6ms 7ms 5ms 8ms 6ms 5ms 6ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 8ms 8ms 5ms 5ms 6ms 5ms 5ms 5ms 6ms 6ms 7ms 5ms 
org.scribe.utils.URLUtilsTest.shouldAppendParametersToSimpleUrl 6ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 8ms 5ms 6ms 5ms 5ms 5ms 7ms 8ms 8ms 5ms 6ms 6ms 6ms 6ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 4ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 6ms 7ms 5ms 5ms 5ms 5ms 7ms 7ms 6ms 7ms 5ms 6ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 4ms 8ms 6ms 4ms 5ms 6ms 5ms 4ms 5ms 5ms 5ms 6ms 5ms 
org.scribe.utils.PreconditionsTest.shouldThrowExceptionForEmptyStrings 6ms 5ms 5ms 5ms 6ms 4ms 4ms 5ms 5ms 8ms 4ms 5ms 4ms 5ms 5ms 5ms 8ms 7ms 5ms 5ms 5ms 5ms 5ms 4ms 4ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 7ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 4ms 5ms 5ms 4ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 6ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 4ms 4ms 8ms 5ms 4ms 5ms 6ms 5ms 4ms 5ms 5ms 5ms 6ms 5ms 
org.scribe.utils.StreamUtilsTest.shouldCorrectlyDecodeAStream 6ms 5ms 4ms 5ms 5ms 4ms 5ms 5ms 5ms 7ms 4ms 5ms 4ms 4ms 4ms 5ms 7ms 8ms 4ms 5ms 4ms 4ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 4ms 5ms 4ms 5ms 4ms 5ms 5ms 5ms 4ms 5ms 8ms 5ms 4ms 6ms 6ms 5ms 4ms 5ms 5ms 6ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 4ms 4ms 5ms 4ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 7ms 5ms 5ms 4ms 7ms 5ms 5ms 5ms 4ms 4ms 6ms 5ms 
org.scribe.services.HMACSha1SignatureServiceTest.shouldReturnSignatureMethodString 6ms 5ms 4ms 5ms 5ms 3ms 4ms 5ms 4ms 7ms 5ms 5ms 5ms 3ms 4ms 5ms 8ms 7ms 4ms 5ms 5ms 4ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 4ms 4ms 5ms 5ms 4ms 4ms 5ms 5ms 4ms 4ms 7ms 5ms 5ms 5ms 6ms 3ms 3ms 4ms 5ms 5ms 6ms 5ms 4ms 4ms 5ms 5ms 5ms 5ms 5ms 7ms 3ms 5ms 4ms 4ms 5ms 5ms 4ms 3ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 8ms 5ms 4ms 5ms 3ms 4ms 5ms 4ms 5ms 5ms 5ms 7ms 5ms 4ms 4ms 5ms 5ms 5ms 5ms 4ms 4ms 6ms 3ms 
org.scribe.model.RequestTest.shouldAddRequestHeaders 7ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 4ms 4ms 5ms 8ms 8ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 8ms 5ms 5ms 7ms 6ms 5ms 4ms 5ms 5ms 7ms 5ms 5ms 4ms 6ms 5ms 5ms 5ms 5ms 5ms 8ms 4ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 7ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 4ms 4ms 7ms 5ms 
org.scribe.extractors.BaseStringExtractorTest.shouldProperlyEncodeSpaces 6ms 4ms 4ms 3ms 6ms 4ms 4ms 4ms 4ms 6ms 4ms 5ms 4ms 4ms 4ms 6ms 6ms 6ms 4ms 5ms 6ms 4ms 6ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 6ms 4ms 4ms 6ms 6ms 4ms 4ms 4ms 5ms 6ms 6ms 4ms 4ms 3ms 4ms 5ms 4ms 4ms 4ms 6ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 6ms 6ms 5ms 6ms 4ms 6ms 4ms 5ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 6ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 6ms 5ms 
