org.la4j.matrix.AbstractMatrix:diagonalProduct:()D:536:0:0 org.la4j.vector.Vectors$SumVectorAccumulator:<init>:(D)V:180:1:0 org.la4j.decomposition.SingularValueDecompositor:hypot:(DD)D:529:5:7 org.la4j.matrix.sparse.CRSMatrix:<init>:(Lorg/la4j/matrix/Matrix;)V:64:7:0 org.la4j.io.MatrixMarketStream:nextToken:()Ljava/lang/String;:312:6:1 
org.la4j.vector.sparse.CompressedVector:<init>:(Lorg/la4j/vector/source/VectorSource;)V:79:12:0 org.la4j.factory.CCSFactory:createMatrix:(II)Lorg/la4j/matrix/Matrix;:45:1:0 org.la4j.io.MatrixMarketStream:parseVector:(Lorg/la4j/factory/Factory;)Lorg/la4j/vector/Vector;:221:6:1 org.la4j.decomposition.EigenDecompositor:orthes:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;Lorg/la4j/vector/Vector;)V:295:0:5 org.la4j.matrix.sparse.CCSMatrix:resize:(II)Lorg/la4j/matrix/Matrix;:225:7:1 
org.la4j.decomposition.EigenDecompositor:cdiv:(DDDD)[D:820:5:17 org.la4j.vector.sparse.CompressedVector:insert:(IID)V:340:10:2 org.la4j.matrix.sparse.CCSMatrix:max:()D:510:9:0 org.la4j.decomposition.EigenDecompositor:hqr2:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;Lorg/la4j/vector/Vector;Lorg/la4j/vector/Vector;)V:391:2:2 org.la4j.matrix.AbstractMatrix:update:(Lorg/la4j/matrix/functor/MatrixFunction;)V:976:2:0 
org.la4j.decomposition.SingularValueDecompositor:decompose:(Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:170:7:71 org.la4j.matrix.sparse.CRSMatrix:getRow:(I)Lorg/la4j/vector/Vector;:176:1:0 org.la4j.matrix.AbstractMatrix:kroneckerProduct:(Lorg/la4j/matrix/Matrix;Lorg/la4j/factory/Factory;)Lorg/la4j/matrix/Matrix;:503:5:1 org.la4j.decomposition.EigenDecompositor:hqr2:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;Lorg/la4j/vector/Vector;Lorg/la4j/vector/Vector;)V:719:5:242 org.la4j.matrix.sparse.CRSMatrix:searchForColumnIndex:(III)I:409:6:0 
org.la4j.vector.sparse.CompressedVector:swap:(II)V:158:8:7 org.la4j.matrix.dense.Basic2DMatrix:readExternal:(Ljava/io/ObjectInput;)V:164:3:1 org.la4j.decomposition.SingularValueDecompositor:decompose:(Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:488:7:192 org.la4j.matrix.Matrices$SymmetricMatrixPredicate:test:(Lorg/la4j/matrix/Matrix;)Z:199:2:1 org.la4j.decomposition.SingularValueDecompositor:decompose:(Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:159:0:22 
org.la4j.decomposition.EigenDecompositor:cdiv:(DDDD)[D:815:5:8 org.la4j.decomposition.EigenDecompositor:decomposeNonSymmetricMatrix:(Lorg/la4j/matrix/Matrix;Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:247:3:7 org.la4j.io.MatrixMarketStream:writeSparseVector:(Lorg/la4j/vector/sparse/SparseVector;)V:163:7:0 org.la4j.matrix.sparse.CRSMatrix:maxInRow:(I)D:543:2:0 org.la4j.decomposition.EigenDecompositor:orthes:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;Lorg/la4j/vector/Vector;)V:328:6:15 
org.la4j.decomposition.EigenDecompositor:hqr2:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;Lorg/la4j/vector/Vector;Lorg/la4j/vector/Vector;)V:622:10:34 org.la4j.matrix.sparse.CCSMatrix:remove:(II)V:458:10:0 org.la4j.decomposition.EigenDecompositor:findMax:(Lorg/la4j/vector/Vector;)I:130:6:1 org.la4j.decomposition.LUDecompositor:decompose:(Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:58:0:0 org.la4j.matrix.dense.Basic1DMatrix:toArray:()[[D:160:2:0 
org.la4j.linear.GaussianSolver:<init>:(Lorg/la4j/matrix/Matrix;)V:45:12:0 org.la4j.decomposition.RawLUDecompositor:decompose:(Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:38:7:2 org.la4j.linear.SquareRootSolver:solve:(Lorg/la4j/vector/Vector;Lorg/la4j/factory/Factory;)Lorg/la4j/vector/Vector;:72:2:1 org.la4j.decomposition.LUDecompositor:decompose:(Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:56:7:2 org.la4j.decomposition.EigenDecompositor:hqr2:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;Lorg/la4j/vector/Vector;Lorg/la4j/vector/Vector;)V:399:7:13 
org.la4j.decomposition.SingularValueDecompositor:decompose:(Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:105:0:9 org.la4j.matrix.sparse.CCSMatrix:searchForRowIndex:(III)I:419:7:1 org.la4j.decomposition.SingularValueDecompositor:decompose:(Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:306:8:6 org.la4j.decomposition.EigenDecompositor:hqr2:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;Lorg/la4j/vector/Vector;Lorg/la4j/vector/Vector;)V:577:3:105 org.la4j.decomposition.EigenDecompositor:orthes:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;Lorg/la4j/vector/Vector;)V:310:6:10 
org.la4j.linear.ForwardBackSubstitutionSolver:solve:(Lorg/la4j/vector/Vector;Lorg/la4j/factory/Factory;)Lorg/la4j/vector/Vector;:76:2:4 org.la4j.decomposition.EigenDecompositor:decomposeSymmetricMatrix:(Lorg/la4j/matrix/Matrix;Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:100:0:0 org.la4j.linear.JacobiSolver:solve:(Lorg/la4j/vector/Vector;Lorg/la4j/factory/Factory;)Lorg/la4j/vector/Vector;:67:7:4 org.la4j.matrix.sparse.CRSMatrix:select:([I[I)Lorg/la4j/matrix/Matrix;:605:3:13 org.la4j.decomposition.RawQRDecompositor:decompose:(Lorg/la4j/factory/Factory;)[Lorg/la4j/matrix/Matrix;:40:2:5 
org.la4j.io.MatrixMarketStream:parseDenseMatrix:(Lorg/la4j/factory/Factory;)Lorg/la4j/matrix/Matrix;:283:6:1 org.la4j.decomposition.EigenDecompositor:regenerateU:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;IIII)V:193:5:5 org.la4j.matrix.sparse.CRSMatrix:growup:()V:489:3:1 org.la4j.matrix.AbstractMatrix:getRow:(I)Lorg/la4j/vector/Vector;:90:9:0 org.la4j.matrix.sparse.CCSMatrix:getRow:(ILorg/la4j/factory/Factory;)Lorg/la4j/vector/Vector;:190:6:1 
org.la4j.decomposition.EigenDecompositor:findMax:(Lorg/la4j/matrix/Matrix;I)I:145:8:0 org.la4j.matrix.sparse.CCSMatrix:update:(IILorg/la4j/matrix/functor/MatrixFunction;)V:339:0:0 org.la4j.decomposition.SingularValueDecompositor:hypot:(DD)D:531:3:3 org.la4j.vector.AbstractVector:hadamardProduct:(Lorg/la4j/vector/Vector;Lorg/la4j/factory/Factory;)Lorg/la4j/vector/Vector;:146:10:3 org.la4j.decomposition.EigenDecompositor:hqr2:(Lorg/la4j/matrix/Matrix;Lorg/la4j/matrix/Matrix;Lorg/la4j/vector/Vector;Lorg/la4j/vector/Vector;)V:765:5:298 
org.la4j.matrix.sparse.CCSMatrix:select:([I[I)Lorg/la4j/matrix/Matrix;:563:6:0 org.la4j.matrix.sparse.CRSMatrix:select:([I[I)Lorg/la4j/matrix/Matrix;:581:3:0 org.la4j.matrix.sparse.CCSMatrix:remove:(II)V:458:5:1 org.la4j.matrix.AbstractMatrix:maxInColumn:(I)D:899:9:0 org.la4j.matrix.sparse.CRSMatrix:<init>:(III)V:104:12:3 
