org.scribe.extractors.BaseStringExtractorTest.shouldExtractBaseStringFromOAuthRequest 37ms 37ms 36ms 36ms 36ms 38ms 37ms 36ms 36ms 36ms 37ms 37ms 37ms 37ms 37ms 36ms 37ms 36ms 37ms 36ms 36ms 36ms 37ms 36ms 36ms 36ms 37ms 37ms 36ms 36ms 36ms 36ms 36ms 36ms 37ms 37ms 36ms 37ms 37ms 36ms 36ms 36ms 37ms 36ms 37ms 38ms 37ms 36ms 36ms 36ms 36ms 37ms 36ms 37ms 36ms 36ms 36ms 37ms 36ms 37ms 37ms 36ms 37ms 37ms 36ms 36ms 36ms 37ms 36ms 36ms 36ms 37ms 36ms 36ms 36ms 37ms 37ms 36ms 37ms 36ms 36ms 36ms 36ms 38ms 38ms 36ms 36ms 37ms 36ms 37ms 36ms 37ms 36ms 37ms 37ms 36ms 37ms 36ms 37ms 38ms 
org.scribe.model.ResponseTest.shouldPopulateResponseHeaders 4ms 4ms 4ms 3ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 6ms 4ms 3ms 3ms 4ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 3ms 3ms 5ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 6ms 4ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 4ms 3ms 5ms 3ms 3ms 3ms 6ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 6ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 
org.scribe.model.ResponseTest.shouldHandleAConnectionWithErrors 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 3ms 6ms 4ms 3ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 6ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 5ms 5ms 3ms 3ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 3ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 3ms 5ms 6ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.extractors.TokenExtractorTest.shouldThrowExceptionIfResponseIsNull 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 5ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 5ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 4ms 5ms 3ms 3ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 6ms 3ms 4ms 3ms 5ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 6ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 3ms 4ms 3ms 
org.scribe.model.ParameterListTest.shouldAppendNothingToQuerystringIfGivenEmptyMap 3ms 4ms 4ms 3ms 3ms 3ms 4ms 4ms 5ms 3ms 4ms 3ms 4ms 3ms 3ms 5ms 4ms 3ms 4ms 4ms 3ms 3ms 5ms 3ms 4ms 4ms 3ms 4ms 5ms 4ms 3ms 5ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 3ms 5ms 6ms 3ms 3ms 3ms 4ms 3ms 5ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 5ms 3ms 3ms 4ms 5ms 3ms 4ms 4ms 4ms 3ms 3ms 4ms 3ms 5ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 4ms 6ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 
org.scribe.utils.OAuthEncoderTest.shouldPercentEncodeCorrectlyTwitterCodingExamples 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 4ms 5ms 3ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 5ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 6ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 5ms 3ms 3ms 3ms 6ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 6ms 3ms 4ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 
org.scribe.utils.PreconditionsTest.shouldThrowExceptionForNullUrls 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 5ms 3ms 3ms 3ms 3ms 3ms 3ms 5ms 3ms 4ms 3ms 4ms 3ms 5ms 3ms 3ms 5ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 3ms 4ms 6ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 5ms 3ms 4ms 3ms 5ms 4ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 5ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 6ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 
org.scribe.model.RequestTest.shouldBeAbleToOverrideItsContentType 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 4ms 4ms 3ms 5ms 3ms 4ms 3ms 3ms 4ms 4ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 6ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 6ms 4ms 4ms 3ms 6ms 4ms 3ms 4ms 3ms 3ms 4ms 3ms 4ms 3ms 3ms 4ms 4ms 3ms 4ms 4ms 5ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 7ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 3ms 3ms 4ms 
org.scribe.extractors.TokenExtractorTest.shouldThrowExceptionIfTokenIsAbsent 5ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 5ms 3ms 4ms 5ms 3ms 3ms 3ms 4ms 5ms 3ms 2ms 3ms 5ms 4ms 3ms 4ms 4ms 4ms 4ms 5ms 7ms 3ms 3ms 5ms 5ms 3ms 5ms 4ms 4ms 6ms 4ms 3ms 5ms 3ms 3ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 5ms 4ms 3ms 4ms 6ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 6ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 3ms 4ms 3ms 3ms 4ms 6ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 5ms 
org.scribe.utils.OAuthEncoderTest.shouldPercentEncodeString 5ms 3ms 4ms 3ms 3ms 3ms 4ms 4ms 4ms 3ms 3ms 3ms 6ms 3ms 3ms 5ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 5ms 3ms 3ms 3ms 3ms 3ms 3ms 5ms 7ms 4ms 3ms 5ms 5ms 3ms 5ms 3ms 4ms 6ms 5ms 3ms 5ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 4ms 5ms 3ms 4ms 3ms 8ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 5ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 6ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 5ms 
org.scribe.model.RequestTest.shouldGetQueryStringParameters 4ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 5ms 3ms 4ms 3ms 3ms 5ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 5ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 6ms 4ms 3ms 3ms 4ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 4ms 3ms 3ms 3ms 5ms 3ms 3ms 4ms 6ms 3ms 3ms 4ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 6ms 4ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 
org.scribe.builder.ServiceBuilderTest.shouldReturnConfigDefaultValues 4ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 5ms 3ms 3ms 3ms 4ms 4ms 3ms 5ms 7ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 3ms 6ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 5ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 
org.scribe.utils.PreconditionsTest.shouldAllowValidUrls 5ms 3ms 3ms 2ms 3ms 4ms 2ms 2ms 4ms 2ms 3ms 2ms 5ms 3ms 3ms 4ms 3ms 2ms 3ms 3ms 2ms 2ms 2ms 3ms 2ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 2ms 3ms 2ms 11ms 5ms 3ms 6ms 2ms 3ms 4ms 7ms 3ms 3ms 3ms 3ms 3ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 4ms 3ms 2ms 2ms 11ms 3ms 3ms 3ms 2ms 2ms 3ms 2ms 3ms 4ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 2ms 2ms 3ms 3ms 2ms 5ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 
org.scribe.builder.ServiceBuilderTest.shouldNotAcceptNullAsCallback 2ms 5ms 7ms 5ms 5ms 6ms 6ms 15ms 6ms 8ms 11ms 5ms 2ms 5ms 5ms 5ms 5ms 5ms 6ms 14ms 5ms 17ms 6ms 12ms 5ms 8ms 5ms 5ms 6ms 12ms 6ms 5ms 10ms 6ms 12ms 3ms 2ms 6ms 2ms 5ms 7ms 12ms 2ms 6ms 5ms 5ms 5ms 6ms 9ms 5ms 5ms 6ms 5ms 5ms 6ms 6ms 5ms 6ms 5ms 18ms 6ms 5ms 3ms 6ms 5ms 5ms 6ms 6ms 6ms 11ms 6ms 13ms 6ms 6ms 6ms 5ms 6ms 5ms 8ms 6ms 5ms 5ms 6ms 6ms 6ms 6ms 5ms 7ms 5ms 8ms 5ms 6ms 7ms 6ms 5ms 10ms 5ms 5ms 11ms 7ms 
org.scribe.utils.PreconditionsTest.shouldThrowExceptionForEmptyStrings 2ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 4ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 3ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 
org.scribe.utils.StreamUtilsTest.shouldCorrectlyDecodeAStream 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 4ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 
org.scribe.extractors.JsonTokenExtractorTest.shouldThrowExceptionIfForNullParameters 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 4ms 2ms 2ms 2ms 3ms 2ms 2ms 4ms 4ms 3ms 4ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 4ms 2ms 2ms 3ms 2ms 2ms 3ms 3ms 3ms 3ms 2ms 2ms 4ms 4ms 2ms 2ms 3ms 2ms 3ms 3ms 2ms 2ms 3ms 3ms 2ms 3ms 3ms 2ms 2ms 2ms 4ms 3ms 2ms 2ms 4ms 4ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 
org.scribe.services.RSASha1SignatureServiceTest.shouldReturnSignature 24ms 25ms 30ms 18ms 26ms 31ms 25ms 30ms 30ms 25ms 31ms 25ms 25ms 26ms 25ms 30ms 31ms 24ms 48ms 31ms 25ms 25ms 24ms 24ms 25ms 24ms 25ms 24ms 30ms 43ms 25ms 31ms 25ms 25ms 25ms 25ms 26ms 25ms 25ms 23ms 32ms 45ms 24ms 25ms 24ms 24ms 29ms 30ms 24ms 24ms 25ms 25ms 25ms 31ms 23ms 24ms 25ms 26ms 32ms 30ms 25ms 25ms 30ms 30ms 24ms 24ms 25ms 19ms 30ms 23ms 25ms 31ms 24ms 25ms 24ms 26ms 24ms 24ms 31ms 25ms 24ms 25ms 27ms 25ms 25ms 25ms 25ms 31ms 26ms 41ms 25ms 25ms 31ms 24ms 25ms 44ms 24ms 25ms 25ms 25ms 
org.scribe.services.HMACSha1SignatureServiceTest.shouldReturnSignatureMethodString 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 4ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 2ms 3ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 
org.scribe.model.RequestTest.shouldAddRequestHeaders 2ms 2ms 3ms 3ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 3ms 3ms 3ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 3ms 2ms 2ms 3ms 3ms 3ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 4ms 3ms 3ms 2ms 3ms 2ms 3ms 4ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 3ms 3ms 2ms 3ms 3ms 3ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 3ms 3ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 3ms 2ms 3ms 2ms 3ms 2ms 2ms 3ms 4ms 3ms 2ms 2ms 3ms 4ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 
org.scribe.extractors.BaseStringExtractorTest.shouldProperlyEncodeSpaces 2ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 5ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 5ms 3ms 3ms 3ms 3ms 4ms 5ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 2ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 
org.scribe.model.ResponseTest.shouldParseBodyContents 2ms 3ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 3ms 3ms 2ms 2ms 2ms 3ms 2ms 4ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 4ms 4ms 2ms 2ms 2ms 2ms 3ms 5ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 4ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 3ms 2ms 3ms 3ms 3ms 2ms 2ms 3ms 3ms 3ms 3ms 3ms 2ms 3ms 2ms 2ms 3ms 2ms 3ms 3ms 3ms 2ms 
org.scribe.extractors.TokenExtractorTest.shouldExtractTokenFromOAuthStandardResponse 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 
org.scribe.utils.MapUtilsTest.shouldHandleEmptyMap 2ms 3ms 2ms 3ms 2ms 3ms 3ms 2ms 3ms 3ms 3ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 3ms 2ms 2ms 3ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 
org.scribe.utils.MapUtilsTest.shouldPrettyPrintMap 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 3ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 3ms 3ms 2ms 2ms 3ms 2ms 3ms 3ms 2ms 2ms 2ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 3ms 2ms 3ms 2ms 3ms 3ms 3ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 
org.scribe.model.TokenTest.shouldTestEqualityBasedOnTokenAndSecret 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 
org.scribe.model.ParameterListTest.shouldProperlySortParametersWithTheSameName 3ms 2ms 2ms 2ms 3ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 3ms 3ms 4ms 3ms 3ms 2ms 3ms 3ms 3ms 3ms 3ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 4ms 3ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 3ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 3ms 3ms 2ms 3ms 2ms 3ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 2ms 3ms 3ms 3ms 2ms 2ms 3ms 2ms 3ms 2ms 3ms 2ms 3ms 
org.scribe.utils.StreamUtilsTest.shouldFailForNullParameter 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 2ms 1ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 1ms 1ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 1ms 
org.scribe.model.RequestTest.shouldAllowAddingQuerystringParametersAfterCreation 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 3ms 2ms 3ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 
org.scribe.extractors.JsonTokenExtractorTest.shouldParseResponse 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 
org.scribe.utils.PreconditionsTest.shouldNotAllowStrangeProtocolNames 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 3ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 1ms 2ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 1ms 2ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 2ms 1ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 
org.scribe.utils.MapUtilsTest.shouldHandleNullInputs 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 2ms 2ms 1ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 1ms 1ms 1ms 1ms 2ms 2ms 1ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 2ms 1ms 1ms 2ms 1ms 3ms 2ms 2ms 2ms 2ms 
