org.scribe.extractors.BaseStringExtractorTest.shouldExtractBaseStringFromOAuthRequest 37ms 37ms 36ms 36ms 36ms 38ms 37ms 36ms 36ms 36ms 37ms 37ms 37ms 37ms 37ms 36ms 37ms 36ms 37ms 36ms 36ms 36ms 37ms 36ms 36ms 36ms 37ms 37ms 36ms 36ms 36ms 36ms 36ms 36ms 37ms 37ms 36ms 37ms 37ms 36ms 36ms 36ms 37ms 36ms 37ms 38ms 37ms 36ms 36ms 36ms 36ms 37ms 36ms 37ms 36ms 36ms 36ms 37ms 36ms 37ms 37ms 36ms 37ms 37ms 36ms 36ms 36ms 37ms 36ms 36ms 36ms 37ms 36ms 36ms 36ms 37ms 37ms 36ms 37ms 36ms 36ms 36ms 36ms 38ms 38ms 36ms 36ms 37ms 36ms 37ms 36ms 37ms 36ms 37ms 37ms 36ms 37ms 36ms 37ms 38ms 
org.scribe.extractors.JsonTokenExtractorTest.shouldThrowExceptionIfForEmptyStrings 6ms 6ms 6ms 6ms 6ms 7ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 7ms 6ms 6ms 6ms 8ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 7ms 6ms 6ms 6ms 6ms 7ms 6ms 7ms 6ms 6ms 6ms 6ms 6ms 6ms 7ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 7ms 8ms 7ms 9ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 7ms 6ms 7ms 9ms 7ms 6ms 6ms 6ms 6ms 8ms 6ms 6ms 6ms 6ms 
org.scribe.model.ParameterListTest.shouldAppendParametersToUrlWithQuerystring 6ms 6ms 6ms 6ms 6ms 7ms 6ms 6ms 6ms 5ms 6ms 5ms 6ms 6ms 6ms 6ms 5ms 6ms 6ms 6ms 6ms 6ms 5ms 6ms 7ms 6ms 6ms 6ms 7ms 10ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 5ms 5ms 6ms 6ms 6ms 6ms 6ms 6ms 7ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 8ms 6ms 9ms 6ms 7ms 5ms 6ms 7ms 6ms 6ms 6ms 6ms 6ms 6ms 5ms 6ms 7ms 6ms 9ms 6ms 6ms 6ms 6ms 6ms 9ms 5ms 6ms 6ms 6ms 
org.scribe.builder.ServiceBuilderTest.shouldAcceptValidCallbackUrl 6ms 6ms 6ms 7ms 7ms 7ms 7ms 7ms 6ms 6ms 7ms 6ms 7ms 6ms 6ms 6ms 6ms 7ms 6ms 7ms 7ms 7ms 6ms 7ms 6ms 6ms 7ms 7ms 7ms 9ms 7ms 7ms 6ms 7ms 6ms 6ms 6ms 6ms 7ms 7ms 6ms 6ms 7ms 7ms 7ms 6ms 6ms 6ms 6ms 6ms 7ms 6ms 6ms 7ms 7ms 7ms 7ms 7ms 6ms 6ms 6ms 6ms 7ms 6ms 7ms 6ms 7ms 7ms 7ms 7ms 6ms 6ms 7ms 7ms 7ms 7ms 6ms 6ms 7ms 6ms 6ms 6ms 7ms 7ms 6ms 6ms 6ms 7ms 7ms 9ms 7ms 6ms 7ms 6ms 6ms 10ms 6ms 6ms 6ms 6ms 
org.scribe.model.TokenTest.shouldReturnSameHashCodeForEqualObjects 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 6ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 6ms 5ms 6ms 5ms 8ms 5ms 6ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 9ms 5ms 5ms 6ms 5ms 5ms 8ms 6ms 6ms 5ms 5ms 
org.scribe.services.HMACSha1SignatureServiceTest.shouldThrowExceptionIfApiSecretIsNull 4ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 5ms 5ms 4ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 4ms 5ms 4ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 4ms 4ms 5ms 5ms 4ms 5ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 4ms 4ms 7ms 5ms 6ms 4ms 5ms 5ms 5ms 4ms 4ms 5ms 4ms 5ms 4ms 5ms 5ms 4ms 8ms 4ms 5ms 5ms 5ms 5ms 7ms 4ms 4ms 4ms 5ms 
org.scribe.utils.OAuthEncoderTest.shouldPercentEncodeAllSpecialCharacters 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 4ms 4ms 5ms 5ms 5ms 4ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 4ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 4ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 5ms 5ms 4ms 5ms 4ms 5ms 5ms 5ms 5ms 4ms 6ms 4ms 7ms 5ms 5ms 5ms 5ms 6ms 4ms 4ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 4ms 8ms 4ms 5ms 6ms 5ms 5ms 8ms 5ms 4ms 4ms 5ms 
org.scribe.utils.PreconditionsTest.shouldThrowExceptionForNullObjects 8ms 8ms 11ms 9ms 9ms 9ms 7ms 8ms 8ms 8ms 8ms 8ms 13ms 10ms 10ms 8ms 8ms 9ms 9ms 9ms 8ms 8ms 9ms 7ms 8ms 7ms 9ms 9ms 9ms 12ms 8ms 8ms 8ms 8ms 12ms 20ms 9ms 8ms 7ms 7ms 7ms 28ms 7ms 23ms 9ms 11ms 13ms 9ms 8ms 8ms 9ms 9ms 14ms 8ms 13ms 8ms 8ms 8ms 7ms 8ms 9ms 8ms 8ms 8ms 12ms 7ms 10ms 9ms 8ms 8ms 10ms 8ms 8ms 8ms 8ms 8ms 11ms 9ms 8ms 7ms 7ms 9ms 9ms 8ms 8ms 7ms 8ms 8ms 7ms 12ms 8ms 9ms 8ms 7ms 8ms 12ms 8ms 9ms 9ms 9ms 
org.scribe.extractors.TokenExtractorTest.shouldExtractTokenWithEmptySecret 7ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 4ms 5ms 4ms 4ms 5ms 6ms 5ms 5ms 5ms 5ms 4ms 5ms 4ms 5ms 5ms 9ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 4ms 8ms 5ms 6ms 5ms 7ms 5ms 5ms 6ms 4ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 4ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 4ms 5ms 6ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 4ms 6ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 
org.scribe.extractors.TokenExtractorTest.shouldExtractTokenFromResponseWithCallbackConfirmed 8ms 6ms 5ms 6ms 7ms 7ms 7ms 6ms 7ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 6ms 7ms 5ms 6ms 5ms 5ms 5ms 6ms 6ms 6ms 9ms 9ms 5ms 6ms 5ms 6ms 7ms 6ms 5ms 5ms 7ms 8ms 5ms 10ms 5ms 6ms 6ms 9ms 5ms 7ms 7ms 5ms 7ms 5ms 5ms 6ms 6ms 5ms 6ms 7ms 7ms 6ms 5ms 6ms 7ms 7ms 5ms 7ms 5ms 6ms 7ms 6ms 6ms 8ms 5ms 5ms 6ms 6ms 7ms 6ms 6ms 6ms 6ms 5ms 6ms 7ms 5ms 6ms 7ms 8ms 6ms 8ms 6ms 5ms 8ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 
org.scribe.extractors.HeaderExtractorTest.shouldExtractStandardHeader 5ms 5ms 6ms 5ms 5ms 6ms 7ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 8ms 6ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 9ms 5ms 6ms 6ms 5ms 5ms 6ms 7ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 7ms 5ms 6ms 7ms 5ms 6ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 7ms 6ms 6ms 6ms 5ms 5ms 7ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 
org.scribe.builder.ServiceBuilderTest.shouldAcceptAnScope 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 4ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 4ms 7ms 6ms 4ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 8ms 4ms 5ms 4ms 6ms 5ms 5ms 4ms 5ms 5ms 5ms 4ms 10ms 4ms 7ms 5ms 4ms 5ms 8ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 4ms 5ms 6ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 7ms 5ms 6ms 5ms 4ms 5ms 4ms 4ms 4ms 5ms 5ms 
org.scribe.services.TimestampServiceTest.shouldReturnTimestampInSeconds 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 7ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 9ms 5ms 6ms 5ms 5ms 4ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 6ms 5ms 5ms 
org.scribe.extractors.TokenExtractor20Test.shouldThrowExceptionIfResponseIsEmptyString 5ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 6ms 5ms 4ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 6ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 9ms 4ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 7ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.extractors.TokenExtractorTest.shouldExtractTokenFromInvertedOAuthStandardResponse 4ms 4ms 4ms 4ms 4ms 5ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 6ms 5ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 8ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 5ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 7ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.builder.ServiceBuilderTest.shouldAcceptASignatureType 4ms 4ms 4ms 4ms 4ms 5ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 6ms 5ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 7ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 8ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 5ms 4ms 3ms 4ms 4ms 4ms 3ms 3ms 3ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 6ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.services.HMACSha1SignatureServiceTest.shouldThrowExceptionIfApiSecretIsEmpty 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 6ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 7ms 5ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 3ms 5ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 
org.scribe.model.OAuthRequestTest.shouldThrowExceptionIfParameterIsNotOAuth 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 5ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 7ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 7ms 4ms 4ms 5ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 7ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.utils.PreconditionsTest.shouldThrowExceptionForInvalidUrls 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 7ms 4ms 3ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 
org.scribe.model.ParameterListTest.shouldProperlySortParameters 4ms 4ms 5ms 4ms 5ms 5ms 4ms 4ms 5ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 5ms 5ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 7ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 5ms 7ms 5ms 4ms 4ms 5ms 4ms 7ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 7ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 7ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 7ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 
org.scribe.extractors.TokenExtractor20Test.shouldThrowExceptionIfTokenIsAbsent 4ms 4ms 4ms 3ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 5ms 3ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 7ms 4ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 3ms 3ms 
org.scribe.utils.OAuthEncoderTest.shouldThrowExceptionIfStringToEncodeIsNull 4ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 6ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 
org.scribe.extractors.TokenExtractor20Test.shouldThrowExceptionIfResponseIsNull 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 5ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 6ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 
org.scribe.model.RequestTest.shouldAutomaticallyAddContentTypeForPostRequestsWithBodyParameters 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 3ms 4ms 
org.scribe.extractors.BaseStringExtractorTest.shouldThrowExceptionIfRquestIsNull 4ms 4ms 4ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 6ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 5ms 3ms 3ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 5ms 4ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 5ms 3ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 6ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 3ms 4ms 
org.scribe.utils.PreconditionsTest.shouldNotAllowUnderscoreInScheme 4ms 7ms 7ms 3ms 6ms 6ms 6ms 7ms 6ms 6ms 6ms 5ms 4ms 6ms 7ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 7ms 4ms 6ms 4ms 4ms 4ms 8ms 17ms 6ms 6ms 7ms 3ms 3ms 4ms 4ms 6ms 3ms 6ms 6ms 9ms 4ms 3ms 6ms 6ms 6ms 8ms 6ms 4ms 6ms 6ms 4ms 4ms 4ms 6ms 7ms 6ms 6ms 6ms 6ms 4ms 6ms 6ms 4ms 3ms 6ms 6ms 6ms 6ms 6ms 8ms 6ms 6ms 6ms 6ms 6ms 4ms 6ms 4ms 6ms 6ms 4ms 6ms 6ms 6ms 6ms 5ms 6ms 8ms 6ms 6ms 6ms 7ms 4ms 6ms 5ms 4ms 4ms 6ms 
org.scribe.extractors.TokenExtractorTest.shouldThrowExceptionIfResponseIsEmptyString 3ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 5ms 4ms 3ms 3ms 4ms 4ms 3ms 6ms 4ms 4ms 4ms 3ms 3ms 4ms 5ms 4ms 5ms 3ms 4ms 4ms 4ms 4ms 4ms 7ms 5ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 6ms 6ms 4ms 3ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 8ms 5ms 4ms 4ms 6ms 3ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 6ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.model.RequestTest.shouldSetRequestVerb 4ms 4ms 4ms 3ms 4ms 4ms 3ms 3ms 5ms 4ms 3ms 3ms 4ms 6ms 3ms 5ms 4ms 4ms 3ms 4ms 3ms 4ms 5ms 3ms 5ms 3ms 4ms 4ms 4ms 4ms 4ms 7ms 4ms 3ms 3ms 4ms 4ms 3ms 4ms 5ms 4ms 7ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 3ms 7ms 5ms 3ms 3ms 6ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 6ms 3ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 
org.scribe.utils.PreconditionsTest.shouldAllowSSLUrls 3ms 3ms 3ms 3ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 3ms 4ms 4ms 4ms 5ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 5ms 4ms 4ms 4ms 3ms 4ms 3ms 3ms 4ms 5ms 6ms 4ms 4ms 4ms 4ms 3ms 5ms 4ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 4ms 4ms 6ms 4ms 3ms 3ms 5ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 
org.scribe.services.HMACSha1SignatureServiceTest.shouldThrowExceptionIfBaseStringIsEmpty 3ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 6ms 4ms 3ms 4ms 4ms 4ms 3ms 6ms 4ms 3ms 4ms 4ms 3ms 3ms 6ms 4ms 4ms 4ms 3ms 4ms 6ms 3ms 4ms 5ms 6ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 6ms 6ms 4ms 4ms 4ms 4ms 3ms 5ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 5ms 4ms 3ms 4ms 5ms 4ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 6ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 5ms 4ms 3ms 3ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 
org.scribe.extractors.TokenExtractor20Test.shouldExtractTokenFromResponseWithManyParameters 4ms 3ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 5ms 3ms 3ms 4ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 3ms 5ms 4ms 4ms 5ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 4ms 6ms 3ms 3ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 3ms 3ms 3ms 5ms 3ms 4ms 4ms 6ms 3ms 3ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 6ms 3ms 4ms 4ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 
