org.scribe.model.RequestTest.shouldSetPayloadAndHeaders 28ms 28ms 28ms 27ms 29ms 26ms 29ms 29ms 28ms 28ms 28ms 29ms 28ms 28ms 29ms 28ms 28ms 29ms 28ms 28ms 29ms 28ms 29ms 26ms 28ms 28ms 29ms 26ms 28ms 30ms 28ms 28ms 29ms 28ms 29ms 28ms 29ms 27ms 28ms 28ms 28ms 28ms 27ms 28ms 27ms 28ms 28ms 28ms 27ms 29ms 28ms 28ms 28ms 27ms 28ms 29ms 29ms 28ms 28ms 28ms 28ms 29ms 28ms 27ms 27ms 28ms 28ms 29ms 28ms 28ms 28ms 26ms 28ms 28ms 26ms 26ms 28ms 29ms 28ms 29ms 28ms 29ms 28ms 28ms 28ms 28ms 26ms 28ms 28ms 28ms 29ms 29ms 28ms 29ms 27ms 28ms 28ms 28ms 26ms 17ms 
org.scribe.model.RequestTest.shouldAutomaticallyAddContentTypeForPostRequestsWithBodyParameters 6ms 7ms 7ms 7ms 6ms 6ms 7ms 6ms 7ms 7ms 6ms 7ms 6ms 6ms 7ms 7ms 7ms 6ms 7ms 7ms 7ms 7ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 7ms 7ms 7ms 7ms 7ms 6ms 7ms 6ms 6ms 6ms 7ms 6ms 7ms 6ms 6ms 7ms 6ms 7ms 7ms 6ms 9ms 7ms 6ms 6ms 7ms 7ms 7ms 9ms 7ms 6ms 7ms 6ms 6ms 7ms 6ms 7ms 6ms 6ms 7ms 7ms 6ms 7ms 7ms 6ms 6ms 7ms 7ms 10ms 10ms 7ms 7ms 6ms 7ms 6ms 7ms 6ms 6ms 7ms 7ms 7ms 6ms 6ms 7ms 7ms 7ms 6ms 6ms 6ms 6ms 6ms 6ms 
org.scribe.extractors.BaseStringExtractorTest.shouldThrowExceptionIfRquestIsNull 5ms 6ms 6ms 6ms 5ms 6ms 6ms 6ms 6ms 6ms 5ms 6ms 5ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 5ms 6ms 6ms 6ms 5ms 5ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 5ms 6ms 6ms 6ms 5ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 5ms 5ms 6ms 6ms 6ms 6ms 6ms 5ms 6ms 5ms 6ms 6ms 6ms 6ms 5ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 8ms 8ms 6ms 6ms 5ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 6ms 5ms 6ms 6ms 6ms 6ms 7ms 6ms 5ms 6ms 6ms 6ms 
org.scribe.extractors.BaseStringExtractorTest.shouldExcludePort443 6ms 6ms 6ms 6ms 6ms 7ms 7ms 7ms 6ms 6ms 6ms 7ms 6ms 7ms 7ms 6ms 6ms 6ms 6ms 7ms 6ms 6ms 6ms 6ms 7ms 6ms 7ms 6ms 6ms 7ms 6ms 6ms 6ms 7ms 7ms 7ms 7ms 7ms 7ms 6ms 6ms 7ms 6ms 7ms 7ms 6ms 7ms 7ms 7ms 9ms 7ms 6ms 7ms 7ms 6ms 7ms 10ms 6ms 7ms 7ms 6ms 6ms 7ms 7ms 7ms 7ms 7ms 6ms 7ms 7ms 6ms 7ms 7ms 7ms 6ms 6ms 9ms 10ms 6ms 7ms 6ms 6ms 7ms 6ms 6ms 7ms 6ms 7ms 6ms 6ms 7ms 7ms 6ms 6ms 7ms 6ms 6ms 7ms 7ms 7ms 
org.scribe.utils.PreconditionsTest.shouldNotAllowUnderscoreInScheme 6ms 6ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 7ms 5ms 5ms 5ms 5ms 6ms 5ms 7ms 5ms 6ms 5ms 6ms 6ms 5ms 5ms 6ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 6ms 9ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 6ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 
org.scribe.utils.PreconditionsTest.shouldAllowSSLUrls 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 6ms 6ms 6ms 6ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 6ms 6ms 5ms 6ms 6ms 6ms 6ms 5ms 5ms 6ms 6ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 5ms 6ms 5ms 6ms 7ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 6ms 6ms 6ms 5ms 5ms 5ms 6ms 6ms 6ms 5ms 6ms 5ms 6ms 6ms 6ms 5ms 6ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 5ms 5ms 6ms 6ms 5ms 
org.scribe.extractors.TokenExtractor20Test.shouldExtractTokenFromResponseWithManyParameters 9ms 8ms 8ms 12ms 9ms 9ms 17ms 9ms 9ms 9ms 8ms 9ms 14ms 11ms 9ms 9ms 8ms 11ms 20ms 9ms 9ms 9ms 11ms 10ms 9ms 9ms 9ms 11ms 8ms 9ms 9ms 9ms 9ms 9ms 8ms 9ms 12ms 11ms 9ms 15ms 9ms 9ms 9ms 10ms 14ms 9ms 9ms 26ms 8ms 9ms 11ms 10ms 8ms 8ms 9ms 12ms 9ms 8ms 9ms 9ms 9ms 8ms 9ms 8ms 9ms 14ms 10ms 12ms 19ms 9ms 9ms 8ms 9ms 12ms 9ms 9ms 15ms 9ms 9ms 9ms 18ms 10ms 8ms 9ms 8ms 10ms 10ms 9ms 13ms 9ms 9ms 10ms 8ms 9ms 10ms 8ms 9ms 9ms 8ms 9ms 
org.scribe.model.ParameterListTest.shouldAppendNothingToQuerystringIfGivenEmptyMap 5ms 4ms 5ms 6ms 4ms 5ms 6ms 5ms 4ms 6ms 5ms 6ms 6ms 9ms 5ms 4ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 6ms 4ms 5ms 6ms 6ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 6ms 6ms 7ms 5ms 6ms 6ms 5ms 6ms 8ms 4ms 4ms 4ms 6ms 4ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 8ms 5ms 5ms 5ms 6ms 5ms 7ms 6ms 5ms 5ms 5ms 5ms 4ms 5ms 6ms 6ms 5ms 5ms 5ms 6ms 5ms 5ms 4ms 5ms 5ms 6ms 5ms 6ms 6ms 4ms 6ms 5ms 5ms 5ms 
org.scribe.extractors.TokenExtractorTest.shouldThrowExceptionIfResponseIsNull 5ms 4ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 7ms 6ms 6ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 6ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 6ms 4ms 5ms 6ms 6ms 5ms 5ms 6ms 5ms 5ms 5ms 9ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 9ms 5ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 5ms 6ms 6ms 4ms 5ms 6ms 6ms 5ms 5ms 6ms 6ms 5ms 6ms 5ms 5ms 5ms 6ms 5ms 6ms 6ms 5ms 6ms 5ms 5ms 6ms 
org.scribe.utils.OAuthEncoderTest.shouldPercentEncodeCorrectlyTwitterCodingExamples 6ms 6ms 5ms 4ms 5ms 4ms 6ms 4ms 4ms 6ms 6ms 6ms 6ms 8ms 5ms 5ms 5ms 6ms 5ms 5ms 6ms 4ms 5ms 5ms 4ms 5ms 6ms 6ms 5ms 4ms 4ms 7ms 4ms 6ms 6ms 5ms 5ms 6ms 5ms 5ms 6ms 5ms 4ms 5ms 6ms 4ms 6ms 7ms 5ms 4ms 5ms 5ms 4ms 5ms 5ms 5ms 4ms 4ms 6ms 4ms 4ms 5ms 5ms 5ms 6ms 5ms 8ms 5ms 6ms 4ms 5ms 4ms 5ms 5ms 5ms 4ms 4ms 4ms 5ms 5ms 5ms 6ms 5ms 4ms 5ms 6ms 5ms 5ms 4ms 4ms 5ms 5ms 5ms 5ms 6ms 4ms 5ms 4ms 4ms 5ms 
org.scribe.model.RequestTest.shouldBeAbleToOverrideItsContentType 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 8ms 5ms 4ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 7ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 8ms 5ms 6ms 5ms 7ms 5ms 6ms 5ms 5ms 5ms 5ms 7ms 5ms 5ms 5ms 6ms 5ms 6ms 5ms 8ms 5ms 6ms 6ms 6ms 5ms 5ms 5ms 6ms 5ms 7ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 7ms 5ms 8ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 
org.scribe.utils.PreconditionsTest.shouldThrowExceptionForNullUrls 5ms 5ms 5ms 5ms 5ms 4ms 5ms 4ms 5ms 5ms 4ms 5ms 5ms 7ms 5ms 4ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 4ms 5ms 5ms 5ms 5ms 5ms 4ms 4ms 5ms 4ms 5ms 5ms 6ms 5ms 5ms 5ms 6ms 6ms 5ms 5ms 7ms 6ms 7ms 5ms 5ms 5ms 4ms 5ms 5ms 4ms 5ms 6ms 4ms 5ms 5ms 4ms 4ms 5ms 4ms 8ms 5ms 6ms 4ms 5ms 4ms 4ms 5ms 5ms 5ms 6ms 6ms 4ms 5ms 4ms 5ms 4ms 5ms 6ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 5ms 6ms 5ms 4ms 6ms 4ms 4ms 
org.scribe.utils.OAuthEncoderTest.shouldPercentEncodeString 5ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 6ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 5ms 4ms 5ms 4ms 4ms 5ms 5ms 5ms 4ms 4ms 5ms 6ms 4ms 5ms 6ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 5ms 6ms 5ms 4ms 4ms 4ms 4ms 6ms 4ms 5ms 4ms 6ms 4ms 4ms 5ms 4ms 5ms 5ms 4ms 5ms 4ms 4ms 4ms 5ms 5ms 6ms 4ms 4ms 4ms 5ms 5ms 4ms 5ms 5ms 4ms 4ms 5ms 5ms 4ms 5ms 4ms 5ms 4ms 
org.scribe.builder.ServiceBuilderTest.shouldReturnConfigDefaultValues 4ms 4ms 4ms 4ms 5ms 3ms 5ms 4ms 4ms 4ms 4ms 5ms 4ms 6ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 5ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 5ms 5ms 5ms 4ms 5ms 6ms 4ms 5ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 5ms 4ms 6ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 5ms 5ms 5ms 6ms 5ms 5ms 4ms 4ms 4ms 
org.scribe.utils.PreconditionsTest.shouldAllowValidUrls 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 6ms 3ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 5ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.utils.StreamUtilsTest.shouldCorrectlyDecodeAStream 4ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 5ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 5ms 6ms 4ms 4ms 4ms 5ms 6ms 4ms 5ms 6ms 4ms 6ms 4ms 6ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 5ms 4ms 7ms 4ms 6ms 5ms 4ms 5ms 4ms 5ms 4ms 4ms 7ms 7ms 4ms 5ms 4ms 4ms 5ms 4ms 7ms 4ms 6ms 5ms 4ms 5ms 4ms 4ms 5ms 5ms 6ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.model.ResponseTest.shouldParseBodyContents 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 6ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 6ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.utils.MapUtilsTest.shouldHandleEmptyMap 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 4ms 5ms 6ms 5ms 4ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 5ms 6ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 5ms 4ms 4ms 5ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 5ms 4ms 6ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 6ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.model.ParameterListTest.shouldProperlySortParametersWithTheSameName 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.model.TokenTest.shouldTestEqualityBasedOnTokenAndSecret 4ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 5ms 3ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 5ms 4ms 3ms 3ms 4ms 4ms 
org.scribe.utils.MapUtilsTest.shouldPrettyPrintMap 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 5ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.model.RequestTest.shouldAllowAddingQuerystringParametersAfterCreation 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 5ms 4ms 3ms 6ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 3ms 4ms 3ms 
org.scribe.utils.StreamUtilsTest.shouldFailForNullParameter 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 5ms 3ms 4ms 3ms 3ms 5ms 4ms 3ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 5ms 4ms 3ms 4ms 3ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 3ms 3ms 
org.scribe.utils.PreconditionsTest.shouldNotAllowStrangeProtocolNames 3ms 4ms 4ms 3ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 6ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 6ms 3ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 3ms 3ms 3ms 7ms 6ms 3ms 4ms 3ms 6ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 3ms 4ms 4ms 
org.scribe.extractors.JsonTokenExtractorTest.shouldParseResponse 4ms 4ms 4ms 6ms 13ms 6ms 4ms 6ms 6ms 6ms 6ms 4ms 4ms 6ms 6ms 4ms 4ms 6ms 6ms 7ms 6ms 6ms 7ms 7ms 6ms 4ms 6ms 4ms 6ms 6ms 6ms 6ms 6ms 9ms 7ms 6ms 4ms 6ms 6ms 5ms 6ms 4ms 6ms 9ms 7ms 6ms 6ms 6ms 4ms 7ms 8ms 5ms 7ms 6ms 11ms 7ms 9ms 4ms 6ms 6ms 4ms 6ms 6ms 6ms 5ms 4ms 7ms 6ms 13ms 6ms 4ms 6ms 7ms 6ms 6ms 7ms 25ms 8ms 7ms 7ms 4ms 7ms 7ms 4ms 6ms 6ms 7ms 7ms 6ms 6ms 6ms 6ms 6ms 7ms 7ms 4ms 6ms 3ms 4ms 9ms 
org.scribe.utils.MapUtilsTest.shouldHandleNullInputs 3ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 6ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 3ms 5ms 4ms 4ms 4ms 4ms 3ms 3ms 3ms 3ms 5ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 3ms 5ms 4ms 4ms 5ms 3ms 4ms 4ms 4ms 3ms 3ms 4ms 5ms 4ms 3ms 3ms 7ms 6ms 4ms 4ms 3ms 6ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 
org.scribe.utils.OAuthEncoderTest.shouldThrowExceptionIfStringToDecodeIsNull 4ms 3ms 3ms 4ms 4ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 6ms 4ms 3ms 4ms 4ms 3ms 3ms 4ms 4ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 5ms 4ms 6ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 5ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 3ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 5ms 6ms 4ms 3ms 3ms 5ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 
org.scribe.extractors.BaseStringExtractorTest.shouldExcludePort80_2 4ms 5ms 4ms 5ms 4ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 7ms 5ms 4ms 4ms 5ms 4ms 6ms 4ms 5ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 5ms 5ms 4ms 5ms 6ms 4ms 6ms 4ms 4ms 4ms 5ms 5ms 5ms 4ms 4ms 4ms 5ms 5ms 6ms 4ms 6ms 5ms 6ms 4ms 5ms 5ms 5ms 4ms 4ms 4ms 4ms 5ms 5ms 4ms 4ms 5ms 4ms 7ms 5ms 5ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 6ms 7ms 4ms 4ms 4ms 6ms 8ms 4ms 6ms 4ms 6ms 4ms 4ms 5ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 
org.scribe.extractors.BaseStringExtractorTest.shouldIncludePort8080 5ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 7ms 4ms 4ms 5ms 4ms 4ms 7ms 4ms 4ms 4ms 4ms 4ms 5ms 4ms 4ms 5ms 4ms 4ms 4ms 5ms 4ms 4ms 6ms 4ms 4ms 4ms 5ms 5ms 4ms 5ms 5ms 4ms 4ms 4ms 7ms 5ms 7ms 5ms 6ms 4ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 5ms 5ms 4ms 5ms 4ms 7ms 4ms 4ms 4ms 4ms 4ms 7ms 4ms 4ms 4ms 6ms 7ms 4ms 4ms 5ms 6ms 7ms 4ms 7ms 4ms 6ms 5ms 4ms 5ms 5ms 4ms 4ms 4ms 5ms 4ms 5ms 4ms 4ms 5ms 
org.scribe.model.OAuthRequestTest.shouldAddOAuthParamters 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 6ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 3ms 6ms 3ms 3ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 4ms 3ms 4ms 6ms 6ms 4ms 4ms 4ms 6ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 4ms 3ms 3ms 4ms 4ms 
org.scribe.extractors.TokenExtractor20Test.shouldExtractTokenFromResponseWithExpiresParam 3ms 4ms 4ms 4ms 3ms 3ms 4ms 3ms 4ms 3ms 3ms 3ms 4ms 6ms 4ms 4ms 3ms 4ms 4ms 4ms 4ms 3ms 4ms 3ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 4ms 4ms 3ms 6ms 3ms 3ms 3ms 5ms 4ms 3ms 3ms 3ms 4ms 4ms 4ms 3ms 3ms 4ms 3ms 4ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 4ms 3ms 3ms 3ms 3ms 4ms 4ms 3ms 6ms 5ms 4ms 4ms 3ms 5ms 3ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 4ms 3ms 3ms 3ms 4ms 
org.scribe.extractors.TokenExtractorTest.shouldThrowExceptionIfSecretIsAbsent 4ms 4ms 4ms 3ms 4ms 3ms 3ms 4ms 3ms 3ms 3ms 4ms 4ms 5ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 3ms 3ms 4ms 4ms 3ms 4ms 3ms 3ms 4ms 4ms 4ms 5ms 4ms 4ms 4ms 6ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 5ms 4ms 5ms 4ms 5ms 3ms 3ms 3ms 4ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 3ms 4ms 3ms 3ms 4ms 4ms 3ms 5ms 3ms 3ms 4ms 6ms 5ms 3ms 3ms 3ms 5ms 5ms 4ms 5ms 4ms 5ms 4ms 3ms 3ms 3ms 3ms 3ms 3ms 3ms 4ms 3ms 4ms 3ms 4ms 
